time,ms,motvel,vehvel,
Wed Jun 25 08:41:46 EDT 2014,1403700106705,0.0,0.0,
Wed Jun 25 08:41:47 EDT 2014,1403700107145,0.0,0.0,
Wed Jun 25 08:41:47 EDT 2014,1403700107295,0.0,0.0,
Wed Jun 25 08:41:47 EDT 2014,1403700107515,0.0,0.0,
Wed Jun 25 08:41:47 EDT 2014,1403700107765,0.0,0.0,
Wed Jun 25 08:41:48 EDT 2014,1403700108165,0.0,0.0,
Wed Jun 25 08:41:48 EDT 2014,1403700108305,0.0,0.0,
Wed Jun 25 08:41:48 EDT 2014,1403700108565,0.0,0.0,
Wed Jun 25 08:41:48 EDT 2014,1403700108705,0.0,0.0,
Wed Jun 25 08:41:49 EDT 2014,1403700109295,0.0,0.0,
Wed Jun 25 08:41:49 EDT 2014,1403700109535,0.0,0.0,
Wed Jun 25 08:41:49 EDT 2014,1403700109835,0.0,0.0,
Wed Jun 25 08:41:50 EDT 2014,1403700110895,0.0,0.0,
Wed Jun 25 08:41:51 EDT 2014,1403700111155,0.0,0.0,
Wed Jun 25 08:41:52 EDT 2014,1403700112685,0.0,0.0,
Wed Jun 25 08:41:52 EDT 2014,1403700112765,0.0,0.0,
Wed Jun 25 08:41:56 EDT 2014,1403700116785,0.0,0.0,
Wed Jun 25 08:41:58 EDT 2014,1403700118135,0.0,0.0,
Wed Jun 25 08:41:58 EDT 2014,1403700118525,0.0,0.0,
Wed Jun 25 08:42:02 EDT 2014,1403700122265,0.0,0.0,
Wed Jun 25 08:42:02 EDT 2014,1403700122525,0.0,0.0,
Wed Jun 25 08:42:03 EDT 2014,1403700123005,0.0,0.0,
Wed Jun 25 08:42:03 EDT 2014,1403700123345,0.0,0.0,
Wed Jun 25 08:42:03 EDT 2014,1403700123585,0.0,0.0,
Wed Jun 25 08:42:03 EDT 2014,1403700123975,0.0,0.0,
Wed Jun 25 08:42:04 EDT 2014,1403700124205,0.0,0.0,
Wed Jun 25 08:42:04 EDT 2014,1403700124395,0.0,0.0,
Wed Jun 25 08:42:04 EDT 2014,1403700124575,0.0,0.0,
Wed Jun 25 08:42:04 EDT 2014,1403700124985,0.0,0.0,
Wed Jun 25 08:42:05 EDT 2014,1403700125235,0.0,0.0,
Wed Jun 25 08:42:05 EDT 2014,1403700125495,0.0,0.0,
Wed Jun 25 08:42:05 EDT 2014,1403700125715,0.0,0.0,
Wed Jun 25 08:42:05 EDT 2014,1403700125965,0.0,0.0,
Wed Jun 25 08:42:06 EDT 2014,1403700126185,0.0,0.0,
Wed Jun 25 08:42:06 EDT 2014,1403700126395,0.0,0.0,
Wed Jun 25 08:42:06 EDT 2014,1403700126515,0.0,0.0,
Wed Jun 25 08:42:06 EDT 2014,1403700126715,0.0,0.0,
Wed Jun 25 08:42:07 EDT 2014,1403700127025,0.0,0.0,
Wed Jun 25 08:42:07 EDT 2014,1403700127105,0.0,0.0,
Wed Jun 25 08:42:07 EDT 2014,1403700127345,0.0,0.0,
Wed Jun 25 08:42:07 EDT 2014,1403700127515,0.0,0.0,
Wed Jun 25 08:42:13 EDT 2014,1403700133715,0.0,0.0,
Wed Jun 25 08:42:18 EDT 2014,1403700138905,0.0,0.0,
Wed Jun 25 08:42:18 EDT 2014,1403700138915,0.0,0.0,
Wed Jun 25 08:42:18 EDT 2014,1403700138985,0.0,0.0,
Wed Jun 25 08:42:19 EDT 2014,1403700139925,0.0,0.0,
Wed Jun 25 08:42:20 EDT 2014,1403700140175,0.0,0.0,
Wed Jun 25 08:42:20 EDT 2014,1403700140675,0.0,0.0,
Wed Jun 25 08:42:20 EDT 2014,1403700140855,0.0,0.0,
Wed Jun 25 08:42:21 EDT 2014,1403700141145,0.0,0.0,
Wed Jun 25 08:42:21 EDT 2014,1403700141365,0.0,0.0,
Wed Jun 25 08:42:21 EDT 2014,1403700141595,0.0,0.0,
Wed Jun 25 08:42:22 EDT 2014,1403700142555,0.0,0.0,
Wed Jun 25 08:42:22 EDT 2014,1403700142835,0.0,0.0,
Wed Jun 25 08:42:23 EDT 2014,1403700143155,0.0,0.0,
Wed Jun 25 08:42:23 EDT 2014,1403700143485,0.0,0.0,
Wed Jun 25 08:42:24 EDT 2014,1403700144005,0.0,0.0,
Wed Jun 25 08:42:24 EDT 2014,1403700144175,0.0,0.0,
Wed Jun 25 08:42:24 EDT 2014,1403700144315,0.0,0.0,
Wed Jun 25 08:42:24 EDT 2014,1403700144575,0.0,0.0,
Wed Jun 25 08:42:27 EDT 2014,1403700147875,0.0,0.0,
Wed Jun 25 08:42:28 EDT 2014,1403700148855,0.0,0.0,
Wed Jun 25 08:42:29 EDT 2014,1403700149025,0.0,0.0,
Wed Jun 25 08:42:35 EDT 2014,1403700155155,0.0,0.0,
Wed Jun 25 08:42:35 EDT 2014,1403700155985,0.0,0.0,
Wed Jun 25 08:42:36 EDT 2014,1403700156225,0.0,0.0,
Wed Jun 25 08:42:36 EDT 2014,1403700156405,0.0,0.0,
Wed Jun 25 08:42:36 EDT 2014,1403700156575,0.0,0.0,
Wed Jun 25 08:42:37 EDT 2014,1403700157165,0.0,0.0,
Wed Jun 25 08:42:37 EDT 2014,1403700157315,0.0,0.0,
Wed Jun 25 08:42:37 EDT 2014,1403700157605,0.0,0.0,
Wed Jun 25 08:42:37 EDT 2014,1403700157775,0.0,0.0,
Wed Jun 25 08:42:38 EDT 2014,1403700158235,0.0,0.0,
Wed Jun 25 08:42:38 EDT 2014,1403700158355,0.0,0.0,
Wed Jun 25 08:42:38 EDT 2014,1403700158505,0.0,0.0,
Wed Jun 25 08:42:38 EDT 2014,1403700158745,0.0,0.0,
Wed Jun 25 08:42:39 EDT 2014,1403700159145,0.0,0.0,
Wed Jun 25 08:42:39 EDT 2014,1403700159305,0.0,0.0,
Wed Jun 25 08:42:39 EDT 2014,1403700159545,0.0,0.0,
Wed Jun 25 08:42:39 EDT 2014,1403700159705,0.0,0.0,
Wed Jun 25 08:42:41 EDT 2014,1403700161695,0.0,0.0,
Wed Jun 25 08:42:42 EDT 2014,1403700162085,0.0,0.0,
Wed Jun 25 08:42:42 EDT 2014,1403700162385,0.0,0.0,
Wed Jun 25 08:42:42 EDT 2014,1403700162555,0.0,0.0,
Wed Jun 25 08:42:43 EDT 2014,1403700163165,0.0,0.0,
Wed Jun 25 08:42:43 EDT 2014,1403700163515,0.0,0.0,
Wed Jun 25 08:42:48 EDT 2014,1403700168185,0.0,0.0,
Wed Jun 25 08:42:48 EDT 2014,1403700168755,0.0,0.0,
Wed Jun 25 08:42:51 EDT 2014,1403700171755,0.0,0.0,
Wed Jun 25 08:42:53 EDT 2014,1403700173215,0.0,0.0,
Wed Jun 25 08:42:53 EDT 2014,1403700173535,0.0,0.0,
Wed Jun 25 08:42:54 EDT 2014,1403700174265,0.0,0.0,
Wed Jun 25 08:42:55 EDT 2014,1403700175645,0.0,0.0,
Wed Jun 25 08:42:59 EDT 2014,1403700179145,0.0,0.0,
Wed Jun 25 08:43:03 EDT 2014,1403700183395,0.0,0.0,
Wed Jun 25 08:43:03 EDT 2014,1403700183575,0.0,0.0,
Wed Jun 25 08:43:07 EDT 2014,1403700187175,0.0,0.0,
Wed Jun 25 08:43:07 EDT 2014,1403700187355,0.0,0.0,
Wed Jun 25 08:43:07 EDT 2014,1403700187625,0.0,0.0,
Wed Jun 25 08:43:07 EDT 2014,1403700187725,0.0,0.0,
Wed Jun 25 08:43:08 EDT 2014,1403700188165,0.0,0.0,
Wed Jun 25 08:43:08 EDT 2014,1403700188315,0.0,0.0,
Wed Jun 25 08:43:08 EDT 2014,1403700188565,0.0,0.0,
Wed Jun 25 08:43:08 EDT 2014,1403700188755,0.0,0.0,
Wed Jun 25 08:43:09 EDT 2014,1403700189455,0.0,0.0,
Wed Jun 25 08:43:09 EDT 2014,1403700189685,0.0,0.0,
Wed Jun 25 08:43:10 EDT 2014,1403700190785,0.0,0.0,
Wed Jun 25 08:43:11 EDT 2014,1403700191245,0.0,0.0,
Wed Jun 25 08:43:15 EDT 2014,1403700195765,0.0,0.0,
Wed Jun 25 08:43:16 EDT 2014,1403700196175,0.0,0.0,
Wed Jun 25 08:43:16 EDT 2014,1403700196365,0.0,0.0,
Wed Jun 25 08:43:16 EDT 2014,1403700196495,0.0,0.0,
Wed Jun 25 08:43:16 EDT 2014,1403700196765,0.0,0.0,
Wed Jun 25 08:43:17 EDT 2014,1403700197165,0.0,0.0,
Wed Jun 25 08:43:17 EDT 2014,1403700197295,0.0,0.0,
Wed Jun 25 08:43:17 EDT 2014,1403700197495,0.0,0.0,
Wed Jun 25 08:43:17 EDT 2014,1403700197665,0.0,0.0,
Wed Jun 25 08:43:18 EDT 2014,1403700198095,0.0,0.0,
Wed Jun 25 08:43:18 EDT 2014,1403700198355,0.0,0.0,
Wed Jun 25 08:43:18 EDT 2014,1403700198565,0.0,0.0,
Wed Jun 25 08:43:18 EDT 2014,1403700198775,0.0,0.0,
Wed Jun 25 08:43:19 EDT 2014,1403700199205,0.0,0.0,
Wed Jun 25 08:43:19 EDT 2014,1403700199375,0.0,0.0,
Wed Jun 25 08:43:19 EDT 2014,1403700199565,0.0,0.0,
Wed Jun 25 08:43:20 EDT 2014,1403700200145,0.0,0.0,
Wed Jun 25 08:43:20 EDT 2014,1403700200345,0.0,0.0,
Wed Jun 25 08:43:20 EDT 2014,1403700200705,0.0,0.0,
Wed Jun 25 08:43:21 EDT 2014,1403700201105,0.0,0.0,
Wed Jun 25 08:43:21 EDT 2014,1403700201495,0.0,0.0,
Wed Jun 25 08:43:21 EDT 2014,1403700201775,0.0,0.0,
Wed Jun 25 08:43:22 EDT 2014,1403700202095,0.0,0.0,
Wed Jun 25 08:43:22 EDT 2014,1403700202365,0.0,0.0,
Wed Jun 25 08:43:22 EDT 2014,1403700202575,0.0,0.0,
Wed Jun 25 08:43:23 EDT 2014,1403700203255,0.0,0.0,
Wed Jun 25 08:43:23 EDT 2014,1403700203405,0.0,0.0,
Wed Jun 25 08:43:23 EDT 2014,1403700203605,0.0,0.0,
Wed Jun 25 08:43:23 EDT 2014,1403700203875,0.0,0.0,
Wed Jun 25 08:43:24 EDT 2014,1403700204155,0.0,0.0,
Wed Jun 25 08:43:24 EDT 2014,1403700204345,0.0,0.0,
Wed Jun 25 08:43:24 EDT 2014,1403700204645,0.0,0.0,
Wed Jun 25 08:43:24 EDT 2014,1403700204705,0.0,0.0,
Wed Jun 25 08:43:25 EDT 2014,1403700205375,0.0,0.0,
Wed Jun 25 08:43:25 EDT 2014,1403700205745,0.0,0.0,
Wed Jun 25 08:43:26 EDT 2014,1403700206405,0.0,0.0,
Wed Jun 25 08:43:26 EDT 2014,1403700206685,0.0,0.0,
Wed Jun 25 08:43:26 EDT 2014,1403700206755,0.0,0.0,
Wed Jun 25 08:43:27 EDT 2014,1403700207375,0.0,0.0,
Wed Jun 25 08:43:27 EDT 2014,1403700207705,0.0,0.0,
Wed Jun 25 08:43:32 EDT 2014,1403700212705,0.0,0.0,
Wed Jun 25 08:43:32 EDT 2014,1403700212875,0.0,0.0,
Wed Jun 25 08:43:33 EDT 2014,1403700213135,0.0,0.0,
Wed Jun 25 08:43:34 EDT 2014,1403700214315,0.0,0.0,
Wed Jun 25 08:43:35 EDT 2014,1403700215165,0.0,0.0,
Wed Jun 25 08:43:36 EDT 2014,1403700216095,0.0,0.0,
Wed Jun 25 08:43:36 EDT 2014,1403700216265,0.0,0.0,
Wed Jun 25 08:43:36 EDT 2014,1403700216505,0.0,0.0,
Wed Jun 25 08:43:37 EDT 2014,1403700217105,0.0,0.0,
Wed Jun 25 08:43:38 EDT 2014,1403700218235,0.0,0.0,
Wed Jun 25 08:43:39 EDT 2014,1403700219645,0.0,0.0,
Wed Jun 25 08:43:39 EDT 2014,1403700219785,0.0,0.0,
Wed Jun 25 08:43:40 EDT 2014,1403700220185,0.0,0.0,
Wed Jun 25 08:43:40 EDT 2014,1403700220435,0.0,0.0,
Wed Jun 25 08:43:40 EDT 2014,1403700220595,0.0,0.0,
Wed Jun 25 08:43:40 EDT 2014,1403700220745,0.0,0.0,
Wed Jun 25 08:43:41 EDT 2014,1403700221135,0.0,0.0,
Wed Jun 25 08:43:41 EDT 2014,1403700221315,0.0,0.0,
Wed Jun 25 08:43:41 EDT 2014,1403700221755,0.0,0.0,
Wed Jun 25 08:43:41 EDT 2014,1403700221905,0.0,0.0,
Wed Jun 25 08:43:42 EDT 2014,1403700222155,0.0,0.0,
Wed Jun 25 08:43:42 EDT 2014,1403700222545,0.0,0.0,
Wed Jun 25 08:43:43 EDT 2014,1403700223115,0.0,0.0,
Wed Jun 25 08:43:43 EDT 2014,1403700223275,0.0,0.0,
Wed Jun 25 08:43:43 EDT 2014,1403700223495,0.0,0.0,
Wed Jun 25 08:43:43 EDT 2014,1403700223695,0.0,0.0,
Wed Jun 25 08:43:45 EDT 2014,1403700225505,0.0,0.0,
Wed Jun 25 08:43:45 EDT 2014,1403700225905,0.0,0.0,
Wed Jun 25 08:43:47 EDT 2014,1403700227175,0.0,0.0,
Wed Jun 25 08:43:47 EDT 2014,1403700227365,0.0,0.0,
Wed Jun 25 08:43:47 EDT 2014,1403700227505,0.0,0.0,
Wed Jun 25 08:43:47 EDT 2014,1403700227895,0.0,0.0,
Wed Jun 25 08:43:49 EDT 2014,1403700229375,0.0,0.0,
Wed Jun 25 08:43:49 EDT 2014,1403700229505,0.0,0.0,
Wed Jun 25 08:43:49 EDT 2014,1403700229715,0.0,0.0,
Wed Jun 25 08:43:49 EDT 2014,1403700229865,0.0,0.0,
Wed Jun 25 08:43:51 EDT 2014,1403700231505,0.0,0.0,
Wed Jun 25 08:43:54 EDT 2014,1403700234205,0.0,0.0,
Wed Jun 25 08:43:55 EDT 2014,1403700235395,0.0,0.0,
Wed Jun 25 08:43:55 EDT 2014,1403700235975,0.0,0.0,
Wed Jun 25 08:43:56 EDT 2014,1403700236215,0.0,0.0,
Wed Jun 25 08:43:56 EDT 2014,1403700236545,0.0,0.0,
Wed Jun 25 08:43:56 EDT 2014,1403700236935,0.0,0.0,
Wed Jun 25 08:43:57 EDT 2014,1403700237575,0.0,0.0,
Wed Jun 25 08:43:58 EDT 2014,1403700238265,0.0,0.0,
Wed Jun 25 08:43:58 EDT 2014,1403700238575,0.0,0.0,
Wed Jun 25 08:43:58 EDT 2014,1403700238755,0.0,0.0,
Wed Jun 25 08:43:59 EDT 2014,1403700239235,0.0,0.0,
Wed Jun 25 08:43:59 EDT 2014,1403700239365,0.0,0.0,
Wed Jun 25 08:44:01 EDT 2014,1403700241915,0.0,0.0,
Wed Jun 25 08:44:02 EDT 2014,1403700242125,0.0,0.0,
Wed Jun 25 08:44:02 EDT 2014,1403700242305,0.0,0.0,
Wed Jun 25 08:44:02 EDT 2014,1403700242795,0.0,0.0,
Wed Jun 25 08:44:02 EDT 2014,1403700242915,0.0,0.0,
Wed Jun 25 08:44:04 EDT 2014,1403700244715,0.0,0.0,
Wed Jun 25 08:44:04 EDT 2014,1403700244975,0.0,0.0,
Wed Jun 25 08:44:05 EDT 2014,1403700245605,0.0,0.0,
Wed Jun 25 08:44:05 EDT 2014,1403700245795,0.0,0.0,
Wed Jun 25 08:44:06 EDT 2014,1403700246005,0.0,0.0,
Wed Jun 25 08:44:11 EDT 2014,1403700251325,0.0,0.0,
Wed Jun 25 08:44:13 EDT 2014,1403700253015,0.0,0.0,
Wed Jun 25 08:44:13 EDT 2014,1403700253565,0.0,0.0,
Wed Jun 25 08:44:14 EDT 2014,1403700254345,0.0,0.0,
Wed Jun 25 08:44:14 EDT 2014,1403700254645,0.0,0.0,
Wed Jun 25 08:44:14 EDT 2014,1403700254965,0.0,0.0,
Wed Jun 25 08:44:20 EDT 2014,1403700260775,0.0,0.0,
Wed Jun 25 08:44:26 EDT 2014,1403700266535,0.0,0.0,
Wed Jun 25 08:44:29 EDT 2014,1403700269165,0.0,0.0,
Wed Jun 25 08:44:36 EDT 2014,1403700276775,0.0,0.0,
Wed Jun 25 08:44:41 EDT 2014,1403700281925,0.0,0.0,
Wed Jun 25 08:44:42 EDT 2014,1403700282265,0.0,0.0,
Wed Jun 25 08:44:43 EDT 2014,1403700283005,0.0,0.0,
Wed Jun 25 08:44:44 EDT 2014,1403700284925,0.0,0.0,
Wed Jun 25 08:44:48 EDT 2014,1403700288025,0.0,0.0,
Wed Jun 25 08:44:52 EDT 2014,1403700292795,0.0,0.0,
Wed Jun 25 08:44:54 EDT 2014,1403700294135,0.0,0.0,
Wed Jun 25 08:44:54 EDT 2014,1403700294755,0.0,0.0,
Wed Jun 25 08:44:55 EDT 2014,1403700295315,0.0,0.0,
Wed Jun 25 08:44:55 EDT 2014,1403700295525,0.0,0.0,
Wed Jun 25 08:44:55 EDT 2014,1403700295765,0.0,0.0,
Wed Jun 25 08:44:56 EDT 2014,1403700296525,0.0,0.0,
Wed Jun 25 08:44:57 EDT 2014,1403700297095,0.0,0.0,
Wed Jun 25 08:44:57 EDT 2014,1403700297385,0.0,0.0,
Wed Jun 25 08:44:57 EDT 2014,1403700297485,0.0,0.0,
Wed Jun 25 08:44:57 EDT 2014,1403700297685,0.0,0.0,
Wed Jun 25 08:44:58 EDT 2014,1403700298085,0.0,0.0,
Wed Jun 25 08:44:58 EDT 2014,1403700298275,0.0,0.0,
Wed Jun 25 08:44:58 EDT 2014,1403700298525,0.0,0.0,
Wed Jun 25 08:44:58 EDT 2014,1403700298675,0.0,0.0,
Wed Jun 25 08:44:59 EDT 2014,1403700299435,0.0,0.0,
Wed Jun 25 08:44:59 EDT 2014,1403700299465,0.0,0.0,
Wed Jun 25 08:44:59 EDT 2014,1403700299725,0.0,0.0,
Wed Jun 25 08:45:00 EDT 2014,1403700300135,0.0,0.0,
Wed Jun 25 08:45:00 EDT 2014,1403700300315,0.0,0.0,
Wed Jun 25 08:45:00 EDT 2014,1403700300525,0.0,0.0,
Wed Jun 25 08:45:00 EDT 2014,1403700300705,0.0,0.0,
Wed Jun 25 08:45:01 EDT 2014,1403700301225,0.0,0.0,
Wed Jun 25 08:45:01 EDT 2014,1403700301325,0.0,0.0,
Wed Jun 25 08:45:01 EDT 2014,1403700301885,0.0,0.0,
Wed Jun 25 08:45:02 EDT 2014,1403700302125,0.0,0.0,
Wed Jun 25 08:45:02 EDT 2014,1403700302295,0.0,0.0,
Wed Jun 25 08:45:02 EDT 2014,1403700302495,0.0,0.0,
Wed Jun 25 08:45:02 EDT 2014,1403700302725,0.0,0.0,
Wed Jun 25 08:45:03 EDT 2014,1403700303005,0.0,0.0,
Wed Jun 25 08:45:03 EDT 2014,1403700303205,0.0,0.0,
Wed Jun 25 08:45:03 EDT 2014,1403700303275,0.0,0.0,
Wed Jun 25 08:45:03 EDT 2014,1403700303535,0.0,0.0,
Wed Jun 25 08:45:03 EDT 2014,1403700303675,0.0,0.0,
Wed Jun 25 08:45:03 EDT 2014,1403700303915,0.0,0.0,
Wed Jun 25 08:45:04 EDT 2014,1403700304085,0.0,0.0,
Wed Jun 25 08:45:04 EDT 2014,1403700304365,0.0,0.0,
Wed Jun 25 08:45:04 EDT 2014,1403700304475,0.0,0.0,
Wed Jun 25 08:45:04 EDT 2014,1403700304745,0.0,0.0,
Wed Jun 25 08:45:04 EDT 2014,1403700304885,0.0,0.0,
Wed Jun 25 08:45:05 EDT 2014,1403700305125,0.0,0.0,
Wed Jun 25 08:45:05 EDT 2014,1403700305525,0.0,0.0,
Wed Jun 25 08:45:05 EDT 2014,1403700305675,0.0,0.0,
Wed Jun 25 08:45:05 EDT 2014,1403700305925,0.0,0.0,
Wed Jun 25 08:45:06 EDT 2014,1403700306075,0.0,0.0,
Wed Jun 25 08:45:06 EDT 2014,1403700306325,0.0,0.0,
Wed Jun 25 08:45:06 EDT 2014,1403700306495,0.0,0.0,
Wed Jun 25 08:45:06 EDT 2014,1403700306735,0.0,0.0,
Wed Jun 25 08:45:06 EDT 2014,1403700306945,0.0,0.0,
Wed Jun 25 08:45:07 EDT 2014,1403700307125,0.0,0.0,
Wed Jun 25 08:45:07 EDT 2014,1403700307355,0.0,0.0,
Wed Jun 25 08:45:07 EDT 2014,1403700307565,0.0,0.0,
Wed Jun 25 08:45:07 EDT 2014,1403700307735,0.0,0.0,
Wed Jun 25 08:45:07 EDT 2014,1403700307915,0.0,0.0,
Wed Jun 25 08:45:08 EDT 2014,1403700308125,0.0,0.0,
Wed Jun 25 08:45:08 EDT 2014,1403700308275,0.0,0.0,
Wed Jun 25 08:45:08 EDT 2014,1403700308525,0.0,0.0,
Wed Jun 25 08:45:08 EDT 2014,1403700308675,0.0,0.0,
Wed Jun 25 08:45:08 EDT 2014,1403700308965,0.0,0.0,
Wed Jun 25 08:45:09 EDT 2014,1403700309075,0.0,0.0,
Wed Jun 25 08:45:09 EDT 2014,1403700309365,0.0,0.0,
Wed Jun 25 08:45:09 EDT 2014,1403700309475,0.0,0.0,
Wed Jun 25 08:45:09 EDT 2014,1403700309725,0.0,0.0,
Wed Jun 25 08:45:11 EDT 2014,1403700311125,0.0,0.0,
Wed Jun 25 08:45:11 EDT 2014,1403700311355,0.0,0.0,
Wed Jun 25 08:45:11 EDT 2014,1403700311515,0.0,0.0,
Wed Jun 25 08:45:15 EDT 2014,1403700315145,0.0,0.0,
Wed Jun 25 08:45:15 EDT 2014,1403700315555,0.0,0.0,
Wed Jun 25 08:45:16 EDT 2014,1403700316125,0.0,0.0,
Wed Jun 25 08:45:16 EDT 2014,1403700316555,0.0,0.0,
Wed Jun 25 08:45:17 EDT 2014,1403700317415,0.0,0.0,
Wed Jun 25 08:45:17 EDT 2014,1403700317495,0.0,0.0,
Wed Jun 25 08:45:18 EDT 2014,1403700318435,0.0,0.0,
Wed Jun 25 08:45:18 EDT 2014,1403700318545,0.0,0.0,
Wed Jun 25 08:45:25 EDT 2014,1403700325265,0.0,0.0,
Wed Jun 25 08:45:31 EDT 2014,1403700331605,0.0,0.0,
Wed Jun 25 08:45:31 EDT 2014,1403700331785,0.0,0.0,
Wed Jun 25 08:45:31 EDT 2014,1403700331885,0.0,0.0,
Wed Jun 25 08:45:32 EDT 2014,1403700332025,0.0,0.0,
Wed Jun 25 08:45:32 EDT 2014,1403700332375,0.0,0.0,
Wed Jun 25 08:45:32 EDT 2014,1403700332495,0.0,0.0,
Wed Jun 25 08:45:33 EDT 2014,1403700333285,0.0,0.0,
Wed Jun 25 08:45:33 EDT 2014,1403700333715,0.0,0.0,
Wed Jun 25 08:45:34 EDT 2014,1403700334075,0.0,0.0,
Wed Jun 25 08:45:34 EDT 2014,1403700334495,0.0,0.0,
Wed Jun 25 08:45:34 EDT 2014,1403700334675,0.0,0.0,
