time,motbus.volt,motbus.curr,motbus2.volt,motbus2.curr,motbus3.volt,motbus3.curr,motvel.motvel,motvel.vehvel,motvel2.motvel,motvel2.vehvel,motvel3.motvel,motvel3.vehvel,packvoltage_6_25.voltage,packvoltage_6_25.badData,packvoltage_6_25.segId,
1403698703000,,,139.424,0,,,,,0,0,,,,,,
1403698704000,,,139.427,0,,,,,0,0,,,,,,
1403698705000,,,139.43,0,,,,,0,0,,,,,,
1403698706000,,,139.433,0,,,,,0,0,,,,,,
1403698707000,,,139.435,0,,,,,0,0,,,,,,
1403698708000,,,139.438,0,,,,,0,0,,,,,,
1403698709000,,,139.441,0,,,,,0,0,,,,,,
1403698710000,,,139.444,0,,,,,0,0,,,,,,
1403698711000,,,139.446,0,,,,,0,0,,,,,,
1403698712000,,,139.446,0,,,,,0,0,,,,,,
1403698713000,,,139.451,0,,,,,0,0,,,,,,
1403698714000,,,139.452,0,,,,,0,0,,,,,,
1403698715000,,,139.454,0,,,,,0,0,,,,,,
1403698716000,,,139.456,0,,,,,0,0,,,,,,
1403698717000,,,139.457,0,,,,,0,0,,,,,,
1403698718000,,,139.459,0,,,,,0,0,,,,,,
1403698719000,,,139.461,0,,,,,0,0,,,,,,
1403698720000,,,139.463,0,,,,,0,0,,,,,,
1403698721000,,,139.465,0,,,,,0,0,,,,,,
1403698722000,,,139.466,0,,,,,0,0,,,,,,
1403698723000,,,139.468,0,,,,,0,0,,,,,,
1403698724000,,,139.47,0,,,,,0,0,,,,,,
1403698725000,,,139.472,0,,,,,0,0,,,,,,
1403698726000,,,139.454,0,,,,,0,0,,,,,,
1403698727000,,,139.449,0,,,,,0,0,,,,,,
1403698728000,,,139.461,0,,,,,0,0,,,,,,
1403698729000,,,139.458,0,,,,,0,0,,,,,,
1403698730000,,,139.464,0,,,,,0,0,,,,,,
1403698731000,,,139.453,0,,,,,0,0,,,,,,
1403698732000,,,139.449,0,,,,,0,0,,,,,,
1403698733000,,,139.445,0,,,,,0,0,,,,,,
1403698734000,,,139.442,0,,,,,0,0,,,,,,
1403698735000,,,139.438,0,,,,,0,0,,,,,,
1403698736000,,,139.436,0,,,,,0,0,,,,,,
1403698737000,,,139.441,0,,,,,0,0,,,,,,
1403698738000,,,139.444,0,,,,,0,0,,,,,,
1403698739000,,,139.447,0,,,,,0,0,,,,,,
1403698740000,,,139.449,0,,,,,0,0,,,,,,
1403698741000,,,139.452,0,,,,,0,0,,,,,,
1403698742000,,,139.468,0,,,,,0,0,,,,,,
1403698743000,,,139.457,0,,,,,0,0,,,,,,
1403698744000,,,139.474,0,,,,,0,0,,,,,,
1403698745000,,,139.459,0,,,,,0,0,,,,,,
1403698746000,,,139.469,0,,,,,0,0,,,,,,
1403698747000,,,139.475,0,,,,,0,0,,,,,,
1403698748000,,,139.472,0,,,,,0,0,,,,,,
1403698749000,,,139.469,0,,,,,0,0,,,,,,
1403698750000,,,139.466,0,,,,,0,0,,,,,,
1403698751000,,,139.463,0,,,,,0,0,,,,,,
1403698752000,,,139.461,0,,,,,0,0,,,,,,
1403698753000,,,139.463,0,,,,,0,0,,,,,,
1403698754000,,,139.463,0,,,,,0,0,,,,,,
1403698755000,,,139.464,0,,,,,0,0,,,,,,
1403698756000,,,139.465,0,,,,,0,0,,,,,,
1403698757000,,,139.481,0,,,,,0,0,,,,,,
1403698758000,,,139.472,0,,,,,0,0,,,,,,
1403698759000,,,139.477,0,,,,,0,0,,,,,,
1403698760000,,,139.469,0,,,,,0,0,,,,,,
1403698761000,,,139.498,0,,,,,0,0,,,,,,
1403698762000,,,139.486,0,,,,,0,0,,,,,,
1403698763000,,,139.485,0,,,,,0,0,,,,,,
1403698764000,,,139.481,0,,,,,0,0,,,,,,
1403698765000,,,139.478,0,,,,,0,0,,,,,,
1403698766000,,,139.474,0,,,,,0,0,,,,,,
1403698767000,,,139.471,0,,,,,0,0,,,,,,
1403698768000,,,139.457,0,,,,,0,0,,,,,,
1403698769000,,,139.457,0,,,,,0,0,,,,,,
1403698770000,,,139.466,0,,,,,0,0,,,,,,
1403698771000,,,139.476,0,,,,,0,0,,,,,,
1403698772000,,,139.485,0,,,,,0,0,,,,,,
1403698773000,,,139.497,0,,,,,0,0,,,,,,
1403698774000,,,139.498,0,,,,,0,0,,,,,,
1403698775000,,,139.499,0,,,,,0,0,,,,,,
1403698776000,,,139.467,0,,,,,0,0,,,,,,
1403698777000,,,139.461,0,,,,,0,0,,,,,,
1403698778000,,,139.477,0,,,,,0,0,,,,,,
1403698779000,,,139.485,0,,,,,0,0,,,,,,
1403698780000,,,139.485,0,,,,,0,0,,,,,,
1403698781000,,,139.484,0,,,,,0,0,,,,,,
1403698782000,,,139.483,0,,,,,0,0,,,,,,
1403698783000,,,139.482,0,,,,,0,0,,,,,,
1403698784000,,,139.477,0,,,,,0,0,,,,,,
1403698785000,,,139.476,0,,,,,0,0,,,,,,
1403698786000,,,139.479,0,,,,,0,0,,,,,,
1403698787000,,,139.482,0,,,,,0,0,,,,,,
1403698788000,,,139.485,0,,,,,0,0,,,,,,
1403698789000,,,139.499,0,,,,,0,0,,,,,,
1403698790000,,,139.487,0,,,,,0,0,,,,,,
1403698791000,,,139.459,0,,,,,0,0,,,,,,
1403698792000,,,139.437,0,,,,,0,0,,,,,,
1403698793000,,,139.409,0,,,,,0,0,,,,,,
1403698794000,,,139.427,0,,,,,0,0,,,,,,
1403698795000,,,139.476,0,,,,,0,0,,,,,,
1403698796000,,,117.468,0,,,,,0,0,,,,,,
1403698797000,,,95.4608,0,,,,,0,0,,,,,,
1403698798000,,,73.4534,0,,,,,0,0,,,,,,
1403698799000,,,69.7388,0,,,,,0,0,,,,,,
1403698800000,,,66.0243,0,,,,,0,0,,,,,,
1403698801000,,,62.3097,0,,,,,0,0,,,,,,
1403698802000,,,58.5951,0,,,,,0,0,,,,,,
1403698803000,,,54.8806,0,,,,,0,0,,,,,,
1403698804000,,,51.166,0,,,,,0,0,,,,,,
1403698805000,,,47.4514,0,,,,,0,0,,,,,,
1403698806000,,,43.7368,0,,,,,0,0,,,,,,
1403698807000,,,40.0223,0,,,,,0,0,,,,,,
1403698808000,,,36.3077,0,,,,,0,0,,,,,,
1403698809000,,,32.5931,0,,,,,0,0,,,,,,
1403698810000,,,28.8786,0,,,,,0,0,,,,,,
1403698811000,,,25.164,0,,,,,0,0,,,,,,
1403698812000,,,21.4494,0,,,,,0,0,,,,,,
1403698813000,,,17.8392,0,,,,,0,0,,,,,,
1403698814000,,,17.9307,0,,,,,0,0,,,,,,
1403698815000,,,17.957,0,,,,,0,0,,,,,,
1403698816000,,,17.9833,0,,,,,0,0,,,,,,
1403698817000,,,18.0095,0,,,,,0,0,,,,,,
1403698818000,,,18.0358,0,,,,,0,0,,,,,,
1403698819000,,,18.0621,0,,,,,0,0,,,,,,
1403698820000,,,18.0883,0,,,,,0,0,,,,,,
1403698821000,,,18.1146,0,,,,,0,0,,,,,,
1403698822000,,,18.1408,0,,,,,0,0,,,,,,
1403698823000,,,18.1671,0,,,,,0,0,,,,,,
1403698824000,,,18.1934,0,,,,,0,0,,,,,,
1403698825000,,,18.2196,0,,,,,0,0,,,,,,
1403698826000,,,18.2459,0,,,,,0,0,,,,,,
1403698827000,,,18.2722,0,,,,,0,0,,,,,,
1403698828000,,,18.2984,0,,,,,0,0,,,,,,
1403698829000,,,18.3247,0,,,,,0,0,,,,,,
1403698830000,,,18.3509,0,,,,,0,0,,,,,,
1403698831000,,,18.3772,0,,,,,0,0,,,,,,
1403698832000,,,18.4035,0,,,,,0,0,,,,,,
1403698833000,,,18.4297,0,,,,,0,0,,,,,,
1403698834000,,,18.456,0,,,,,0,0,,,,,,
1403698835000,,,18.4823,0,,,,,0,0,,,,,,
1403698836000,,,18.5085,0,,,,,0,0,,,,,,
1403698837000,,,18.5348,0,,,,,0,0,,,,,,
1403698838000,,,18.5611,0,,,,,0,0,,,,,,
1403698839000,,,18.5873,0,,,,,0,0,,,,,,
1403698840000,,,18.6136,0,,,,,0,0,,,,,,
1403698841000,,,18.6398,0,,,,,0,0,,,,,,
1403698842000,,,18.6661,0,,,,,0,0,,,,,,
1403698843000,,,18.6924,0,,,,,0,0,,,,,,
1403698844000,,,18.7186,0,,,,,0,0,,,,,,
1403698845000,,,18.7449,0,,,,,0,0,,,,,,
1403698846000,,,18.7712,0,,,,,0,0,,,,,,
1403698847000,,,18.7974,0,,,,,0,0,,,,,,
1403698848000,,,18.8237,0,,,,,0,0,,,,,,
1403698849000,,,18.85,0,,,,,0,0,,,,,,
1403698850000,,,18.8762,0,,,,,0,0,,,,,,
1403698851000,,,18.9025,0,,,,,0,0,,,,,,
1403698852000,,,18.9287,0,,,,,0,0,,,,,,
1403698853000,,,18.9811,0,,,,,0,0,,,,,,
1403698854000,,,18.9987,0,,,,,0,0,,,,,,
1403698855000,,,19.0071,0,,,,,0,0,,,,,,
1403698856000,,,19.0283,0,,,,,0,0,,,,,,
1403698857000,,,95.6159,0,,,,,0,0,,,,,,
1403698858000,,,134.841,0,,,,,0,0,,,,,,
1403698859000,,,138.307,0,,,,,0,0,,,,,,
1403698860000,,,139.041,0,,,,,0,0,,,,,,
1403698861000,,,139.226,0,,,,,0,0,,,,,,
1403698862000,,,139.383,0,,,,,0,0,,,,,,
1403698863000,,,138.661,0,,,,,0,0,,,,,,
1403698864000,,,124.296,0,,,,,0,0,,,,,,
1403698865000,,,91.3555,0,,,,,0,0,,,,,,
1403698866000,,,89.2262,0,,,,,0,0,,,,,,
1403698867000,,,87.0968,0,,,,,0,0,,,,,,
1403698868000,,,84.9675,0,,,,,0,0,,,,,,
1403698869000,,,82.8381,0,,,,,0,0,,,,,,
1403698870000,,,80.7088,0,,,,,0,0,,,,,,
1403698871000,,,78.5794,0,,,,,0,0,,,,,,
1403698872000,,,76.4501,0,,,,,0,0,,,,,,
1403698873000,,,74.3207,0,,,,,0,0,,,,,,
1403698874000,,,72.1914,0,,,,,0,0,,,,,,
1403698875000,,,70.062,0,,,,,0,0,,,,,,
1403698876000,,,67.9327,0,,,,,0,0,,,,,,
1403698877000,,,65.8034,0,,,,,0,0,,,,,,
1403698878000,,,63.674,0,,,,,0,0,,,,,,
1403698879000,,,61.5447,0,,,,,0,0,,,,,,
1403698880000,,,59.4153,0,,,,,0,0,,,,,,
1403698881000,,,57.286,0,,,,,0,0,,,,,,
1403698882000,,,55.1566,0,,,,,0,0,,,,,,
1403698883000,,,53.0273,0,,,,,0,0,,,,,,
1403698884000,,,50.8979,0,,,,,0,0,,,,,,
1403698885000,,,48.7686,0,,,,,0,0,,,,,,
1403698886000,,,46.6392,0,,,,,0,0,,,,,,
1403698887000,,,44.5099,0,,,,,0,0,,,,,,
1403698888000,,,42.3805,0,,,,,0,0,,,,,,
1403698889000,,,40.2512,0,,,,,0,0,,,,,,
1403698890000,,,38.1218,0,,,,,0,0,,,,,,
1403698891000,,,35.9925,0,,,,,0,0,,,,,,
1403698892000,,,33.8631,0,,,,,0,0,,,,,,
1403698893000,,,31.7338,0,,,,,0,0,,,,,,
1403698894000,,,29.6044,0,,,,,0,0,,,,,,
1403698895000,,,27.4751,0,,,,,0,0,,,,,,
1403698896000,,,25.3457,0,,,,,0,0,,,,,,
1403698897000,,,23.2164,0,,,,,0,0,,,,,,
1403698898000,,,28.1649,0,,,,,0,0,,,,,,
1403698899000,,,110.667,0,,,,,0,0,,,,,,
1403698900000,,,133.986,0,,,,,0,0,,,,,,
1403698901000,,,138.802,0,,,,,0,0,,,,,,
1403698902000,,,139.092,0,,,,,0,0,,,,,,
1403698903000,,,139.237,0,,,,,0,0,,,,,,
1403698904000,,,139.369,0,,,,,0,0,,,,,,
1403698905000,,,139.414,0,,,,,0,0,,,,,,
1403698906000,,,139.424,0,,,,,0,0,,,,,,
1403698907000,,,139.442,0,,,,,0,0,,,,,,
1403698908000,,,139.444,0,,,,,0,0,,,,,,
1403698909000,,,139.437,0,,,,,0,0,,,,,,
1403698910000,,,139.437,0,,,,,0,0,,,,,,
1403698911000,,,139.445,0,,,,,0,0,,,,,,
1403698912000,,,139.447,0,,,,,0,0,,,,,,
1403698913000,,,139.474,0,,,,,0,0,,,,,,
1403698914000,,,139.476,0,,,,,0,0,,,,,,
1403698915000,,,139.471,0,,,,,0,0,,,,,,
1403698916000,,,139.481,0,,,,,0,0,,,,,,
1403698917000,,,139.488,0,,,,,0,0,,,,,,
1403698918000,,,139.534,0,,,,,0,0,,,,,,
1403698919000,,,139.526,0,,,,,0,0,,,,,,
1403698920000,,,139.518,0,,,,,0,0,,,,,,
1403698921000,,,139.51,0,,,,,0,0,,,,,,
1403698922000,,,139.502,0,,,,,0,0,,,,,,
1403698923000,,,139.494,0,,,,,0,0,,,,,,
1403698924000,,,139.489,0,,,,,0,0,,,,,,
1403698925000,,,139.484,0,,,,,0,0,,,,,,
1403698926000,,,139.479,0,,,,,0,0,,,,,,
1403698927000,,,139.475,0,,,,,0,0,,,,,,
1403698928000,,,139.47,0,,,,,0,0,,,,,,
1403698929000,,,139.447,0,,,,,0,0,,,,,,
1403698930000,,,139.453,0,,,,,0,0,,,,,,
1403698931000,,,139.462,0,,,,,0,0,,,,,,
1403698932000,,,139.472,0,,,,,0,0,,,,,,
1403698933000,,,139.482,0,,,,,0,0,,,,,,
1403698934000,,,139.486,0,,,,,0,0,,,,,,
1403698935000,,,139.487,0,,,,,0,0,,,,,,
1403698936000,,,139.501,0,,,,,0,0,,,,,,
1403698937000,,,139.504,0,,,,,0,0,,,,,,
1403698938000,,,139.518,0,,,,,0,0,,,,,,
1403698939000,,,139.502,0,,,,,0,0,,,,,,
1403698940000,,,139.507,0,,,,,0,0,,,,,,
1403698941000,,,139.511,0,,,,,0,0,,,,,,
1403698942000,,,139.51,0,,,,,0,0,,,,,,
1403698943000,,,139.509,0,,,,,0,0,,,,,,
1403698944000,,,139.507,0,,,,,0,0,,,,,,
1403698945000,,,139.506,0,,,,,0,0,,,,,,
1403698946000,,,139.504,0,,,,,0,0,,,,,,
1403698947000,,,139.503,0,,,,,0,0,,,,,,
1403698948000,,,139.502,0,,,,,0,0,,,,,,
1403698949000,,,139.5,0,,,,,0,0,,,,,,
1403698950000,,,139.499,0,,,,,0,0,,,,,,
1403698951000,,,139.501,0,,,,,0,0,,,,,,
1403698952000,,,139.507,0,,,,,0,0,,,,,,
1403698953000,,,139.506,0,,,,,0,0,,,,,,
1403698954000,,,139.48,0,,,,,0,0,,,,,,
1403698955000,,,139.489,0,,,,,0,0,,,,,,
1403698956000,,,139.49,0,,,,,0,0,,,,,,
1403698957000,,,139.49,0,,,,,0,0,,,,,,
1403698958000,,,139.491,0,,,,,0,0,,,,,,
1403698959000,,,139.492,0,,,,,0,0,,,,,,
1403698960000,,,139.493,0,,,,,0,0,,,,,,
1403698961000,,,139.493,0,,,,,0,0,,,,,,
1403698962000,,,139.491,0,,,,,0,0,,,,,,
1403698963000,,,139.488,0,,,,,0,0,,,,,,
1403698964000,,,139.485,0,,,,,0,0,,,,,,
1403698965000,,,139.483,0,,,,,0,0,,,,,,
1403698966000,,,139.48,0,,,,,0,0,,,,,,
1403698967000,,,139.478,0,,,,,0,0,,,,,,
1403698968000,,,139.481,0,,,,,0,0,,,,,,
1403698969000,,,139.491,0,,,,,0,0,,,,,,
1403698970000,,,139.459,0,,,,,0,0,,,,,,
1403698971000,,,139.466,0,,,,,0,0,,,,,,
1403698972000,,,139.472,0,,,,,0,0,,,,,,
1403698973000,,,139.478,0,,,,,0,0,,,,,,
1403698974000,,,139.484,0,,,,,0,0,,,,,,
1403698975000,,,139.491,0,,,,,0,0,,,,,,
1403698976000,,,139.497,0,,,,,0,0,,,,,,
1403698977000,,,139.507,0,,,,,0,0,,,,,,
1403698978000,,,139.512,0,,,,,0,0,,,,,,
1403698979000,,,139.512,0,,,,,0,0,,,,,,
1403698980000,,,139.512,0,,,,,0,0,,,,,,
1403698981000,,,139.512,0,,,,,0,0,,,,,,
1403698982000,,,139.512,0,,,,,0,0,,,,,,
1403698983000,,,139.512,0,,,,,0,0,,,,,,
1403698984000,,,139.506,0,,,,,0,0,,,,,,
1403698985000,,,139.476,0,,,,,0,0,,,,,,
1403698986000,,,139.489,0,,,,,0,0,,,,,,
1403698987000,,,139.491,0,,,,,0,0,,,,,,
1403698988000,,,139.499,0,,,,,0,0,,,,,,
1403698989000,,,139.498,0,,,,,0,0,,,,,,
1403698990000,,,139.497,0,,,,,0,0,,,,,,
1403698991000,,,139.496,0,,,,,0,0,,,,,,
1403698992000,,,139.495,0,,,,,0,0,,,,,,
1403698993000,,,139.494,0,,,,,0,0,,,,,,
1403698994000,,,139.493,0,,,,,0,0,,,,,,
1403698995000,,,139.492,0,,,,,0,0,,,,,,
1403698996000,,,139.491,0,,,,,0,0,,,,,,
1403698997000,,,139.49,0,,,,,0,0,,,,,,
1403698998000,,,139.489,0,,,,,0,0,,,,,,
1403698999000,,,139.494,0,,,,,0,0,,,,,,
1403699000000,,,139.502,0,,,,,0,0,,,,,,
1403699001000,,,139.503,0,,,,,0,0,,,,,,
1403699002000,,,139.504,0,,,,,0,0,,,,,,
1403699003000,,,139.505,0,,,,,0,0,,,,,,
1403699004000,,,139.506,0,,,,,0,0,,,,,,
1403699005000,,,139.507,0,,,,,0,0,,,,,,
1403699006000,,,139.508,0,,,,,0,0,,,,,,
1403699007000,,,139.509,0,,,,,0,0,,,,,,
1403699008000,,,139.51,0,,,,,0,0,,,,,,
1403699009000,,,139.511,0,,,,,0,0,,,,,,
1403699010000,,,139.512,0,,,,,0,0,,,,,,
1403699011000,,,139.513,0,,,,,0,0,,,,,,
1403699012000,,,139.514,0,,,,,0,0,,,,,,
1403699013000,,,139.515,0,,,,,0,0,,,,,,
1403699014000,,,139.516,0,,,,,0,0,,,,,,
1403699015000,,,139.517,0,,,,,0,0,,,,,,
1403699016000,,,139.518,0,,,,,0,0,,,,,,
1403699017000,,,139.522,0,,,,,0,0,,,,,,
1403699018000,,,139.515,0,,,,,0,0,,,,,,
1403699019000,,,139.499,0,,,,,0,0,,,,,,
1403699020000,,,139.504,0,,,,,0,0,,,,,,
1403699021000,,,139.506,0,,,,,0,0,,,,,,
1403699022000,,,139.509,0,,,,,0,0,,,,,,
1403699023000,,,139.511,0,,,,,0,0,,,,,,
1403699024000,,,139.507,0,,,,,0,0,,,,,,
1403699025000,,,139.533,0,,,,,0,0,,,,,,
1403699026000,,,139.527,0,,,,,0,0,,,,,,
1403699027000,,,139.521,0,,,,,0,0,,,,,,
1403699028000,,,139.515,0,,,,,0,0,,,,,,
1403699029000,,,139.51,0,,,,,0,0,,,,,,
1403699030000,,,139.504,0,,,,,0,0,,,,,,
1403699031000,,,139.498,0,,,,,0,0,,,,,,
1403699032000,,,139.492,0,,,,,0,0,,,,,,
1403699033000,,,139.478,0,,,,,0,0,,,,,,
1403699034000,,,139.476,0,,,,,0,0,,,,,,
1403699035000,,,139.497,0,,,,,0,0,,,,,,
1403699036000,,,139.499,0,,,,,0,0,,,,,,
1403699037000,,,139.501,0,,,,,0,0,,,,,,
1403699038000,,,139.503,0,,,,,0,0,,,,,,
1403699039000,,,139.505,0,,,,,0,0,,,,,,
1403699040000,,,139.507,0,,,,,0,0,,,,,,
1403699041000,,,139.509,0,,,,,0,0,,,,,,
1403699042000,,,139.511,0,,,,,0,0,,,,,,
1403699043000,,,139.513,0,,,,,0,0,,,,,,
1403699044000,,,139.515,0,,,,,0,0,,,,,,
1403699045000,,,139.517,0,,,,,0,0,,,,,,
1403699046000,,,139.519,0,,,,,0,0,,,,,,
1403699047000,,,139.52,0,,,,,0,0,,,,,,
1403699048000,,,139.522,0,,,,,0,0,,,,,,
1403699049000,,,139.524,0,,,,,0,0,,,,,,
1403699050000,,,139.526,0,,,,,0,0,,,,,,
1403699051000,,,139.526,0,,,,,0,0,,,,,,
1403699052000,,,139.526,0,,,,,0,0,,,,,,
1403699053000,,,139.526,0,,,,,0,0,,,,,,
1403699054000,,,139.526,0,,,,,0,0,,,,,,
1403699055000,,,139.526,0,,,,,0,0,,,,,,
1403699056000,,,139.526,0,,,,,0,0,,,,,,
1403699057000,,,139.525,0,,,,,0,0,,,,,,
1403699058000,,,139.525,0,,,,,0,0,,,,,,
1403699059000,,,139.525,0,,,,,0,0,,,,,,
1403699060000,,,139.525,0,,,,,0,0,,,,,,
1403699061000,,,139.525,0,,,,,0,0,,,,,,
1403699062000,,,139.525,0,,,,,0,0,,,,,,
1403699063000,,,139.525,0,,,,,0,0,,,,,,
1403699064000,,,139.524,0,,,,,0,0,,,,,,
1403699065000,,,139.524,0,,,,,0,0,,,,,,
1403699066000,,,139.524,0,,,,,0,0,,,,,,
1403699067000,,,139.487,0,,,,,0,0,,,,,,
1403699068000,,,139.48,0,,,,,0,0,,,,,,
1403699069000,,,139.489,0,,,,,0,0,,,,,,
1403699070000,,,139.482,0,,,,,0,0,,,,,,
1403699071000,,,139.476,0,,,,,0,0,,,,,,
1403699072000,,,139.469,0,,,,,0,0,,,,,,
1403699073000,,,139.463,0,,,,,0,0,,,,,,
1403699074000,,,139.468,0,,,,,0,0,,,,,,
1403699075000,,,139.472,0,,,,,0,0,,,,,,
1403699076000,,,139.477,0,,,,,0,0,,,,,,
1403699077000,,,139.482,0,,,,,0,0,,,,,,
1403699078000,,,139.486,0,,,,,0,0,,,,,,
1403699079000,,,139.491,0,,,,,0,0,,,,,,
1403699080000,,,139.496,0,,,,,0,0,,,,,,
1403699081000,,,139.501,0,,,,,0,0,,,,,,
1403699082000,,,139.505,0,,,,,0,0,,,,,,
1403699083000,,,139.51,0,,,,,0,0,,,,,,
1403699084000,,,139.507,0,,,,,0,0,,,,,,
1403699085000,,,139.504,0,,,,,0,0,,,,,,
1403699086000,,,139.502,0,,,,,0,0,,,,,,
1403699087000,,,139.499,0,,,,,0,0,,,,,,
1403699088000,,,139.496,0,,,,,0,0,,,,,,
1403699089000,,,139.493,0,,,,,0,0,,,,,,
1403699090000,,,139.484,0,,,,,0,0,,,,,,
1403699091000,,,139.501,0,,,,,0,0,,,,,,
1403699092000,,,139.505,0,,,,,0,0,,,,,,
